id,location,fault_severity,severity_type,event_type,log_feature,resource_type,text_for_ai
13483,location 496,0,severity_type 2,"event_type 35, event_type 34","feature 314, feature 234, feature 232, feature 233, feature 312, feature 313",resource_type 2,"Incident 13483 à location 496. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 314, feature 234, feature 232, feature 233, feature 312, feature 313], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
3878,location 810,1,severity_type 2,"event_type 54, event_type 15","feature 203, feature 82",resource_type 8,"Incident 3878 à location 810. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 203, feature 82], Événements [event_type 54, event_type 15], Ressource [resource_type 8]."
1617,location 481,0,severity_type 2,"event_type 35, event_type 34","feature 230, feature 310, feature 228, feature 308",resource_type 2,"Incident 1617 à location 481. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 230, feature 310, feature 228, feature 308], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
5493,location 1117,0,severity_type 1,event_type 11,feature 171,resource_type 8,"Incident 5493 à location 1117. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 171], Événements [event_type 11], Ressource [resource_type 8]."
2663,location 957,0,severity_type 1,event_type 11,"feature 171, feature 55",resource_type 8,"Incident 2663 à location 957. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 171, feature 55], Événements [event_type 11], Ressource [resource_type 8]."
7378,location 32,2,severity_type 1,"event_type 11, event_type 20, event_type 19, event_type 10, event_type 39, event_type 27","feature 154, feature 383, feature 39, feature 55, feature 171, feature 134, feature 38, feature 298, feature 240, feature 153","resource_type 2, resource_type 9, resource_type 3, resource_type 5, resource_type 8","Incident 7378 à location 32. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 154, feature 383, feature 39, feature 55, feature 171, feature 134, feature 38, feature 298, feature 240, feature 153], Événements [event_type 11, event_type 20, event_type 19, event_type 10, event_type 39, event_type 27], Ressource [resource_type 2, resource_type 9, resource_type 3, resource_type 5, resource_type 8]."
10857,location 1019,1,severity_type 2,event_type 15,"feature 82, feature 80, feature 203, feature 201",resource_type 8,"Incident 10857 à location 1019. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 82, feature 80, feature 203, feature 201], Événements [event_type 15], Ressource [resource_type 8]."
16023,location 118,0,severity_type 2,"event_type 34, event_type 35","feature 312, feature 232",resource_type 2,"Incident 16023 à location 118. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
8189,location 526,0,severity_type 2,"event_type 35, event_type 34","feature 235, feature 313, feature 233, feature 315",resource_type 2,"Incident 8189 à location 526. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 235, feature 313, feature 233, feature 315], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
6827,location 800,0,severity_type 1,event_type 11,"feature 195, feature 73",resource_type 8,"Incident 6827 à location 800. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 195, feature 73], Événements [event_type 11], Ressource [resource_type 8]."
2070,location 808,0,severity_type 1,event_type 11,"feature 193, feature 71",resource_type 8,"Incident 2070 à location 808. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 193, feature 71], Événements [event_type 11], Ressource [resource_type 8]."
11476,location 504,0,severity_type 2,"event_type 35, event_type 34","feature 312, feature 232",resource_type 2,"Incident 11476 à location 504. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
10560,location 373,0,severity_type 2,"event_type 35, event_type 34","feature 232, feature 312",resource_type 2,"Incident 10560 à location 373. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 232, feature 312], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
822,location 91,0,severity_type 2,"event_type 34, event_type 35","feature 235, feature 315",resource_type 2,"Incident 822 à location 91. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 235, feature 315], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
14511,location 638,2,severity_type 1,"event_type 44, event_type 42","feature 283, feature 368, feature 291, feature 376",resource_type 2,"Incident 14511 à location 638. Statut Final: PANNE CRITIQUE (Coupure de service). Détails Techniques: Logs [feature 283, feature 368, feature 291, feature 376], Événements [event_type 44, event_type 42], Ressource [resource_type 2]."
3704,location 270,1,severity_type 2,"event_type 35, event_type 34","feature 308, feature 228",resource_type 2,"Incident 3704 à location 270. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 308, feature 228], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
12659,location 317,0,severity_type 1,"event_type 35, event_type 34, event_type 20","feature 219, feature 301, feature 134, feature 221",resource_type 2,"Incident 12659 à location 317. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 219, feature 301, feature 134, feature 221], Événements [event_type 35, event_type 34, event_type 20], Ressource [resource_type 2]."
7137,location 102,0,severity_type 2,"event_type 35, event_type 34","feature 228, feature 227, feature 230, feature 310, feature 232, feature 312, feature 307, feature 308",resource_type 2,"Incident 7137 à location 102. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 228, feature 227, feature 230, feature 310, feature 232, feature 312, feature 307, feature 308], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
17925,location 603,0,severity_type 4,event_type 11,feature 54,resource_type 8,"Incident 17925 à location 603. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 54], Événements [event_type 11], Ressource [resource_type 8]."
28,location 889,0,severity_type 2,event_type 11,feature 68,resource_type 8,"Incident 28 à location 889. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 68], Événements [event_type 11], Ressource [resource_type 8]."
9394,location 45,0,severity_type 4,event_type 40,feature 10,resource_type 2,"Incident 9394 à location 45. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 10], Événements [event_type 40], Ressource [resource_type 2]."
11380,location 396,1,severity_type 2,"event_type 34, event_type 35","feature 314, feature 234",resource_type 2,"Incident 11380 à location 396. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 314, feature 234], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
7514,location 149,1,severity_type 2,"event_type 35, event_type 34","feature 313, feature 233",resource_type 2,"Incident 7514 à location 149. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 313, feature 233], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
9306,location 906,1,severity_type 1,event_type 11,"feature 81, feature 202",resource_type 8,"Incident 9306 à location 906. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 81, feature 202], Événements [event_type 11], Ressource [resource_type 8]."
1409,location 723,0,severity_type 4,event_type 11,feature 54,resource_type 8,"Incident 1409 à location 723. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 54], Événements [event_type 11], Ressource [resource_type 8]."
2749,location 769,0,severity_type 1,event_type 11,feature 170,resource_type 8,"Incident 2749 à location 769. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 170], Événements [event_type 11], Ressource [resource_type 8]."
15541,location 962,1,severity_type 2,event_type 15,"feature 203, feature 82",resource_type 8,"Incident 15541 à location 962. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 203, feature 82], Événements [event_type 15], Ressource [resource_type 8]."
6121,location 369,0,severity_type 4,event_type 35,"feature 313, feature 315, feature 310, feature 308",resource_type 2,"Incident 6121 à location 369. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 313, feature 315, feature 310, feature 308], Événements [event_type 35], Ressource [resource_type 2]."
13996,location 236,1,severity_type 1,"event_type 20, event_type 11, event_type 35","feature 219, feature 44, feature 134, feature 301","resource_type 8, resource_type 2","Incident 13996 à location 236. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 219, feature 44, feature 134, feature 301], Événements [event_type 20, event_type 11, event_type 35], Ressource [resource_type 8, resource_type 2]."
17922,location 890,0,severity_type 1,event_type 11,feature 73,resource_type 8,"Incident 17922 à location 890. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 73], Événements [event_type 11], Ressource [resource_type 8]."
14744,location 226,1,severity_type 2,"event_type 34, event_type 35","feature 312, feature 232, feature 227, feature 307",resource_type 2,"Incident 14744 à location 226. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 312, feature 232, feature 227, feature 307], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
14372,location 300,1,severity_type 2,"event_type 35, event_type 34","feature 312, feature 232",resource_type 2,"Incident 14372 à location 300. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 312, feature 232], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
5464,location 1037,1,severity_type 1,event_type 11,feature 54,resource_type 8,"Incident 5464 à location 1037. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 54], Événements [event_type 11], Ressource [resource_type 8]."
11238,location 928,0,severity_type 1,event_type 20,feature 134,resource_type 2,"Incident 11238 à location 928. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 134], Événements [event_type 20], Ressource [resource_type 2]."
11104,location 418,1,severity_type 2,"event_type 35, event_type 34","feature 301, feature 221",resource_type 2,"Incident 11104 à location 418. Statut Final: ALERTE MINEURE (Quelques erreurs). Détails Techniques: Logs [feature 301, feature 221], Événements [event_type 35, event_type 34], Ressource [resource_type 2]."
16424,location 1097,0,severity_type 2,event_type 11,"feature 170, feature 68",resource_type 8,"Incident 16424 à location 1097. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 170, feature 68], Événements [event_type 11], Ressource [resource_type 8]."
16659,location 415,0,severity_type 2,"event_type 34, event_type 35","feature 313, feature 232, feature 312, feature 227, feature 307",resource_type 2,"Incident 16659 à location 415. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 313, feature 232, feature 312, feature 227, feature 307], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
11018,location 475,0,severity_type 2,"event_type 34, event_type 35","feature 234, feature 314, feature 232, feature 312",resource_type 2,"Incident 11018 à location 475. Statut Final: AUCUNE PANNE (Fonctionnement normal). Détails Techniques: Logs [feature 234, feature 314, feature 232, feature 312], Événements [event_type 34, event_type 35], Ressource [resource_type 2]."
